Date,Close,Predictions
2019-02-01,41.630001068115234,41.12988
2019-02-04,42.8125,41.666412
2019-02-05,43.54499816894531,42.30257
2019-02-06,43.560001373291016,42.99249
2019-02-07,42.73500061035156,43.57916
2019-02-08,42.602500915527344,43.87303
2019-02-11,42.35749816894531,43.995186
2019-02-12,42.72249984741211,43.998802
2019-02-13,42.54499816894531,44.039513
2019-02-14,42.70000076293945,44.061634
2019-02-15,42.60499954223633,44.1112
2019-02-19,42.73249816894531,44.149933
2019-02-20,43.00749969482422,44.207096
2019-02-21,42.76499938964844,44.315083
2019-02-22,43.24250030517578,44.37787
2019-02-25,43.557498931884766,44.505142
2019-02-26,43.58250045776367,44.69053
2019-02-27,43.717498779296875,44.867138
2019-02-28,43.287498474121094,45.03427
2019-03-01,43.74250030517578,45.0877
2019-03-04,43.962501525878906,45.179375
2019-03-05,43.88249969482422,45.30933
2019-03-06,43.630001068115234,45.41539
2019-03-07,43.125,45.44862
2019-03-08,43.227500915527344,45.358757
2019-03-11,44.724998474121094,45.265396
2019-03-12,45.227500915527344,45.469875
2019-03-13,45.4275016784668,45.832245
2019-03-14,45.932498931884766,46.219566
2019-03-15,46.529998779296875,46.637775
2019-03-18,47.005001068115234,47.100178
2019-03-19,46.63249969482422,47.58108
2019-03-20,47.040000915527344,47.91053
2019-03-21,48.772499084472656,48.207676
2019-03-22,47.76250076293945,48.768036
2019-03-25,47.185001373291016,49.12669
2019-03-26,46.6974983215332,49.249672
2019-03-27,47.11750030517578,49.184864
2019-03-28,47.18000030517578,49.15532
2019-03-29,47.48749923706055,49.162083
2019-04-01,47.810001373291016,49.24503
2019-04-02,48.505001068115234,49.404087
2019-04-03,48.837501525878906,49.69351
2019-04-04,48.92250061035156,50.03727
2019-04-05,49.25,50.352623
2019-04-08,50.025001525878906,50.66239
2019-04-09,49.875,51.05963
2019-04-10,50.154998779296875,51.385094
2019-04-11,49.73749923706055,51.681812
2019-04-12,49.717498779296875,51.837498
2019-04-15,49.807498931884766,51.91802
2019-04-16,49.8125,51.980095
2019-04-17,50.782501220703125,52.03077
2019-04-18,50.96500015258789,52.256622
2019-04-22,51.13249969482422,52.536644
2019-04-23,51.869998931884766,52.817806
2019-04-24,51.790000915527344,53.18842
2019-04-25,51.31999969482422,53.505573
2019-04-26,51.07500076293945,53.65931
2019-04-29,51.15250015258789,53.686737
2019-04-30,50.16749954223633,53.6854
2019-05-01,52.630001068115234,53.49305
2019-05-02,52.287498474121094,53.744984
2019-05-03,52.9375,54.033466
2019-05-06,52.119998931884766,54.407967
2019-05-07,50.71500015258789,54.585777
2019-05-08,50.724998474121094,54.401073
2019-05-09,50.18000030517578,54.13555
2019-05-10,49.29499816894531,53.792595
2019-05-13,46.43000030517578,53.326332
2019-05-14,47.165000915527344,52.37133
2019-05-15,47.72999954223633,51.576538
2019-05-16,47.52000045776367,51.088947
2019-05-17,47.25,50.755295
2019-05-20,45.772499084472656,50.48129
2019-05-21,46.650001525878906,49.993557
